Source,Target,Weight
187285,2663,.15969475
187285,241216,.16984175
29962,147708,.11348525
30443,11259,.11644003
64275,11259,.1
64275,8815,.082958363
3801,65092,.089518256
19965,11456,.13347471
25776,14590,.26930499
25776,178148,.12999386
14590,170841,.11661536
3107,65248,.19195302
15129,14590,.1
15129,8644,.49971047
65378,178148,.1
3153,7471,.11843347
5560,7471,.1579992
7881,12673,.10356709
7881,15634,.14683826
7881,105547,.15509996
14793,23978,.1
15274,65248,.12549506
108893,187169,.16330793
14793,9850,.1
14793,10447,.1
122915,10447,.1
160838,5135,.11999993
166363,10447,.1
174312,1440,.10633137
174312,8455,.10473938
174312,135990,.16275904
184569,1440,.43463451
184569,8099,.19998881
23537,4093,.15558831
122915,23465,.1
166363,23465,.1
184569,4093,.1
7938,11259,.23133525
3469,7017,.14138216
7309,8549,.041989662
8512,165466,.14832139
10877,8549,.0066138301
10877,107755,.035414681
10877,154357,.057703018
10877,155393,.027265433
10938,22053,.27807227
18443,8068,.27688375
18443,165466,.041300464
19433,1678,.076143138
19433,14934,.064351276
19433,29173,.05342057
20168,8549,.091161296
20513,18465,.46359542
20653,8549,.11778376
21732,25874,.1
22053,8549,.33032897
22053,112876,.062604822
24131,165466,.0094289808
24131,170627,.0094289808
26013,11923,.15534917
27677,165466,.079997852
28564,1380,.1
66029,170620,.19479115
106418,150699,.1
139225,11923,.70180178
140905,8549,.31874472
149268,8549,.14000002
151632,11923,.1
155393,16478,.039999813
160341,8549,.024920503
163921,27786,.089999996
165466,163921,.046748422
166458,165466,.20637725
170627,8549,.28000069
170773,16478,.80618465
170773,184262,.1391115
174656,7017,.09525121
174656,8549,.09411639
176840,8549,.24985771
176899,8068,.30358535
178684,7017,.14050703
178684,11923,.18999955
178798,165466,.22845058
179782,174169,.079998292
179831,11923,.54143113
184262,161087,.11023564
184321,27786,.83061296
184442,3469,.1
184442,155393,.1
185654,8549,.053937342
186061,8512,.12989494
187167,8549,.15935032
187625,1678,.13334519
194755,8549,.058093652
24131,25935,.083731301
278151,13971,.077096798
1678,12384,.21818678
1682,220474,.02073429
2073,15247,1
2073,15247,.20311128
7017,2410,.14084856
7620,170841,.15503368
8440,170841,.1
