Source,sic_supplier,comp_supplier,comp_customer,sic_customer,Target,year3,conm_customer,conm_supplier,salecs_supplier,sales_supplier,sales_customer,Weight,Type
9623,1389,SERVICEFRACTURING,CHEVRON,2911,2991,1992,CHEVRON CP,SERVICE FRACTURING CO,1.960999965667725,16.98199987411499,36461,.11547521,Directed
25509,1389,SUPERIORENERGYSERVICES,EXXON,2911,4503,1992,EXXON CORP,SUPERIOR ENERGY SERVICES INC,1.234000027179718,9.491000056266785,206007,.13001791,Directed
25509,1389,SUPERIORENERGYSERVICES,TEXACO,2911,10482,1992,TEXACO INC,SUPERIOR ENERGY SERVICES INC,3.959999978542328,15.86800014972687,106203,.24955885,Directed
28621,1389,CEANIC,CHEVRON,2911,2991,1992,CHEVRON CP,CEANIC CORP,15.10000038146973,56.45300006866455,32123,.26747915,Directed
12256,1389,STLEXCEL,DIGITALEQ,3570,3955,1992,DIGITAL EQ,STEEL EXCEL INC,0,311.3390121459961,13930.87182617188,.1,Directed
12256,1389,STLEXCEL,MAXTOR,3572,7123,1992,MAXTOR CORP,STEEL EXCEL INC,31.13400077819824,372.2449951171875,1152.614990234375,.083638467,Directed
12256,1389,STLEXCEL,FUJITSU,7373,18467,1992,FUJITSU,STEEL EXCEL INC,0,311.3390121459961,29844.19921875,.1,Directed
8095,1400,OGLEBAYNORTON,USX,2911,10970,1992,USX CORP,OGLEBAY NORTON CO,.5770000219345093,148.8439979553223,18825,.003876542,Directed
8095,1400,OGLEBAYNORTON,ARMCO,3312,1755,1992,ARMCO INC,OGLEBAY NORTON CO,73.98400075733662,1398.902990341187,14797.5,.052887157,Directed
8095,1400,OGLEBAYNORTON,LTVSTL,3312,6537,1992,LTV STEEL,OGLEBAY NORTON CO,91.37399971485138,932.601993560791,15168.20007324219,.097977489,Directed
5936,1400,NATECRESOURCES,GEORGIAPWR,4911,5135,1992,GEORGIA PWR,NATEC RESOURCES INC,.3959999978542328,2.098000019788742,4301.427978515625,.18875119,Directed
5936,1400,NATECRESOURCES,PS,7359,8248,1992,P S CO-CO,NATEC RESOURCES INC,.0350000001490116,2.098000019788742,277.6100006103516,.016682554,Directed
29317,1540,DAWTECHS,DIGITALEQ,3570,3955,1992,DIGITAL EQ,DAW TECHNOLOGIES INC,14.38899993896484,30.44400024414063,14371.369140625,.47263828,Directed
29317,1540,DAWTECHS,MOTOROLA,3663,7585,1992,MOTOROLA,DAW TECHNOLOGIES INC,2.746000051498413,30.44400024414063,16963,.090198398,Directed
29317,1540,DAWTECHS,INTEL,3674,6008,1992,INTEL CORP,DAW TECHNOLOGIES INC,.0890000015497208,30.44400024414063,8781.999877929688,.0029234004,Directed
12595,1540,NEUROTECHDEVELOPMENT,RAYTHEON,3812,8972,1992,RAYTHEON CO,NEUROTECH DEVELOPMENT CORP,.4469999894499779,1.741000019013882,18332.451171875,.25674897,Directed
23195,1623,MATRIXSERVICE,MARATHONOIL,1311,7017,1992,MARATHON OIL,MATRIX SERVICE CO,0,103.7759990692139,12782,.1,Directed
5978,1623,AEGION,ENVIROQ,1700,12567,1992,ENVIROQ,AEGION CORP,3.469000101089478,30.43400001525879,15.75500011444092,.11398436,Directed
22838,1623,OFFSHOREPIPELINES,CHEVRON,2911,2991,1992,CHEVRON CP,OFFSHORE PIPELINES INC,268.3999977111816,919.8210048675537,102832,.29179591,Directed
23195,1623,MATRIXSERVICE,CHEVRON,2911,2991,1992,CHEVRON CP,MATRIX SERVICE CO,13.83800029754639,123.1079998016357,36461,.11240537,Directed
2497,1623,MASTEC,GTE,4813,4961,1992,GTE CORP,MASTEC INC,15.77099990844727,153.5209999084473,19621,.10272861,Directed
4115,1623,DYCOMIND,GTE,4813,4961,1992,GTE CORP,DYCOM INDUSTRIES INC,24.71200037002563,416.9240016937256,59353,.059272192,Directed
7635,1623,MYR,PACIFI,4911,8290,1992,PACIFICORP,MYR GROUP INC -OLD,20.94300079345703,108.5150012969971,3405.399963378906,.19299637,Directed
2340,1700,ENTRIZE,ATLANTICRIC,2911,1848,1992,ATLANTIC RIC,ENTRPRIZE CORP,2.164999961853027,21.59300017356873,17037,.10026398,Directed
2340,1700,ENTRIZE,TEXACO,2911,10482,1992,TEXACO INC,ENTRPRIZE CORP,1.904999971389771,16.20299983024597,35687,.11757082,Directed
8028,1700,CANISCORESOURCES,ENTERGY,4911,7366,1992,ENTERGY CP,CANISCO RESOURCES INC,19.78500032424927,212.6860017776489,12653.26513671875,.093024462,Directed
24749,1731,ARGUSSCOMMUN,MOTOROLA,3663,7585,1992,MOTOROLA,ARGUSS COMMUNICATIONS INC,0,22.24299967288971,30266,.1,Directed
24749,1731,ARGUSSCOMMUN,SOLECTRON,3672,17110,1992,SOLECTRON,ARGUSS COMMUNICATIONS INC,0,22.24299967288971,1243.209007263184,.1,Directed
24749,1731,ARGUSSCOMMUN,BUSMA,7370,6066,1992,INTL BUS MA,ARGUSS COMMUNICATIONS INC,0,22.24299967288971,127239,.1,Directed
9303,2013,RYMERFOODS,GENMILLS,2040,5071,1992,GEN MILLS,RYMER FOODS INC,24.89999961853027,159.427001953125,8134.599853515625,.15618433,Directed
7696,2013,NATHANSFAMOUS,CALDOR,5331,23942,1992,CALDOR CORP,NATHAN'S FAMOUS INC,0,24.59499979019165,2414.123992919922,.1,Directed
11713,2013,GOODMARKFOODS,WAART,5331,11259,1992,WAL-MART,GOODMARK FOODS,15,159.6900024414063,67344.296875,.093931995,Directed
12614,2015,GENPOULTRY,GKIST,2015,5208,1992,GOLD KIST,GOLDEN POULTRY CO INC,151.7810001373291,986.1060104370117,3960.505004882813,.15391956,Directed
12409,2015,HUDSONFOODS,WAART,5331,11259,1992,WAL-MART,HUDSON FOODS INC  -CL A,291.8290023803711,1729.787979125977,122827.890625,.16870797,Directed
23950,2020,SUEMASPECIALTIES,SAFEWAY,5411,9359,1992,SAFEWAY INC,SUPREMA SPECIALTIES INC,0,27.39899969100952,15214.5,.1,Directed
13324,2024,INTEGRATEDBRANDS,NESTLE,2000,16603,1992,NESTLE,INTEGRATED BRANDS INC  -CL A,18.64400005340576,103.673999786377,112886.58984375,.17983294,Directed
11424,2030,PIERREFOODS,HUDSONFOODS,2015,12409,1992,HUDSON FOODS,PIERRE FOODS INC,38.55599975585938,149.6850004196167,1729.787979125977,.25758091,Directed
3245,2030,COMMERCIAL,KELLOGG,2040,6375,1992,KELLOGG CO,COMMERCIAL INTERNATIONAL CP,5.214999914169312,23.0160002456978,11977.20007324219,.2265815,Directed
6573,2030,LANCASTERCOLONY,FORDMTR,3711,4839,1992,FORD MTR,LANCASTER COLONY CORP,0,1686.895004272461,296866.59375,.1,Directed
6573,2030,LANCASTERCOLONY,GENMTR,3711,5073,1992,GEN MTR,LANCASTER COLONY CORP,0,1186.420013427734,267776.1875,.1,Directed
25362,2030,GARDENBURGER,SYSCO,5140,10247,1992,SYSCO CORP,GARDENBURGER INC,1.91700005531311,12.9520001411438,10021.5126953125,.14800803,Directed
3657,2030,CURTICEBURNSFOOD,WAY,5172,1193,1992,AGWAY INC,CURTICE-BURNS FOOD  -CL A,.8680000007152557,1830.014999389648,6747.716003417969,.00047431304,Directed
10899,2030,UTDFOODS,KROGER,5411,6502,1992,KROGER CO,UNITED FOODS  -CL A,86.99200057983398,332.1139984130859,44528.87548828125,.26193416,Directed
6029,2033,PACKINGRESEARCH,CHEVRON,2911,2991,1992,CHEVRON CP,PACKAGING RESEARCH CORP,0,.9950000047683716,36461,.1,Directed
29434,2033,ODWALLA,SAFEWAY,5411,9359,1992,SAFEWAY INC,ODWALLA INC,1.38100004196167,12.55099987983704,15214.5,.11003108,Directed
25026,2040,PETOD,TARGET,5331,3813,1992,TARGET STORES,PET PRODUCTS INC,.9020000100135803,10.07499992847443,19233,.089528538,Directed
25026,2040,PETOD,PETSMART,5990,28648,1992,PETSMART,PET PRODUCTS INC,1.47599995136261,10.07499992847443,369.3759918212891,.14650124,Directed
4809,2050,FLOWERSFOODS,WINNDIXIE,5411,11535,1992,WINN-DIXIE,FLOWERS FOODS INC,373,2666.129989624023,31243.20751953125,.13990316,Directed
8336,2060,PARADISE,WAART,5331,11259,1992,WAL-MART,PARADISE INC,1.399999976158142,38.10000085830688,99370.35546875,.036745407,Directed
27926,2060,BROCKCANDY,WAART,5331,11259,1992,WAL-MART,BROCK CANDY CO  -CL A,48.92000007629395,194.1669998168945,122827.890625,.25194806,Directed
24755,2060,SANFILIPPOJOHNBSON,MCDONALDS,5812,7154,1992,MCDONALDS,SANFILIPPO JOHN B&SON,0,352.4680004119873,13828.30017089844,.1,Directed
14932,2080,DRPEPPER,PEPSICO,2080,8479,1992,PEPSICO INC,DR PEPPER CO,54.84199905395508,380.8460006713867,19607.890625,.14400046,Directed
15273,2080,DRPEPPERSEVENUP,PEPSICO,2080,8479,1992,PEPSICO INC,DR PEPPER/SEVEN UP,248.0300064086914,1967.037002563477,66598.5732421875,.12609321,Directed
20054,2082,HARBORBREWING,VERIFONE,3578,21078,1992,VERIFONE,HARBOR BREWING CO INC,.1299999952316284,.7799999862909317,226.148998260498,.16666666,Directed
25799,2084,CRUZAN,SERAM,3652,9548,1992,SEAGRAM LTD,CRUZAN INTERNATIONAL INC,3.553999900817871,61.26999950408936,5278,.058005549,Directed
28844,2086,COCACOLAFEMSASABDECV,MCDONALDS,5812,7154,1992,MCDONALDS,COCA-COLA FEMSA SAB DE CV,0,653.5339813232422,7408.10009765625,.1,Directed
