Source,sic_supplier,comp_supplier,comp_customer,sic_customer,Target,year3,conm_customer,conm_supplier,salecs_supplier,sales_supplier,sales_customer,Weight,Type
3702,100,DNAPLANTTEC,KOPPERS,1400,6495,1983,KOPPERS CO,DNA PLANT TECHNOLOGY CORP,.6099999770522118,2.380999960005283,3371.294006347656,.25619486,Directed
3702,100,DNAPLANTTEC,GENFOODS,2000,5055,1983,GEN FOODS,DNA PLANT TECHNOLOGY CORP,.703000009059906,2.380999960005283,17622.16723632813,.29525411,Directed
3702,100,DNAPLANTTEC,CAMPBL,2030,2663,1983,CAMPBL SOUP,DNA PLANT TECHNOLOGY CORP,.8160000145435333,2.380999960005283,6949.869995117188,.34271315,Directed
8596,100,PIONEERHIBREDINTERNATIONL,PEPSICO,2080,8479,1983,PEPSICO INC,PIONEER HI-BRED INTERNATIONL,0,1221.493974685669,14616.69592285156,.1,Directed
5416,100,HS,MATTEL,3942,7116,1983,MATTEL INC,HS GROUP INC,0,6.687999963760376,1341.914001464844,.1,Directed
4576,200,FARMFISH,KROGER,5411,6502,1983,KROGER CO,FARM FISH INC,6.347000122070313,22.77100014686584,45920.64282226563,.27873173,Directed
8160,700,,OPPENHEIMER,6211,8159,1983,OPPENHEIMER,OPPENHEIMER INDUSTRIES  -OLD,.5440000295639038,0,512.838996887207,1,Directed
8160,700,OPPENHEIMERIND,OPPENHEIMER,6211,8159,1983,OPPENHEIMER,OPPENHEIMER INDUSTRIES  -OLD,.1280000060796738,1.511000036261976,399.6889953613281,.08471211,Directed
4915,1000,FRONTIERMININGOIL,ASAMERA,1311,1788,1983,ASAMERA INC,FRONTIER MINING & OIL CORP,0,.351000003516674,392.0090026855469,.1,Directed
9998,1000,STANDARDMETALS,ASARCO,3330,1789,1983,ASARCO INC,STANDARD METALS CORP,4.896999835968018,24.98500001430511,1512.234008789063,.1959976,Directed
5560,1040,HECLAMINING,COMO,1000,3235,1983,COMINCO LTD,HECLA MINING CO,0,191.8589973449707,2109.109970092773,.1,Directed
3153,1040,COEURMINING,ASARCO,3330,1789,1983,ASARCO INC,COEUR MINING INC,25.99700021743774,26.39500045776367,4188.055999755859,.9849214,Directed
5560,1040,HECLAMINING,ASARCO,3330,1789,1983,ASARCO INC,HECLA MINING CO,130.5949974060059,191.8589973449707,2862.929016113281,.68068218,Directed
5784,1040,HUNTERPETROLEUM,ASARCO,3330,1789,1983,ASARCO INC,HUNTER PETROLEUM CORP,.0270000007003546,0,1350.695007324219,1,Directed
9728,1040,MCEWENMINING,ASARCO,3330,1789,1983,ASARCO INC,MCEWEN MINING INC,3.771000012755394,6.912999972701073,2862.929016113281,.54549402,Directed
1856,1040,ATLASMINERALS,GEORGIAPWR,4911,5135,1983,GEORGIA PWR,ATLAS MINERALS INC,111.7500038146973,198.7759990692139,5187.774963378906,.56219065,Directed
3104,1044,CLAYTONSILVERMINES,ASARCO,3330,1789,1983,ASARCO,CLAYTON SILVER MINES,3.822000026702881,3.821999992942438,4188.055999755859,1,Directed
10174,1044,SUNSHINEMININGREFINING,ASARCO,3330,1789,1983,ASARCO INC,SUNSHINE MINING & REFINING,71.95999908447266,175.0700008869171,4188.055999755859,.41103557,Directed
6322,1220,KAISERSTL,SHELLOIL,1311,9653,1983,SHELL OIL,KAISER STEEL CORP,48.20000076293945,226.9839935302734,19678,.21234977,Directed
11440,1220,WESTMORELANDCOAL,GEORGIAPWR,4911,5135,1983,GEORGIA PWR,WESTMORELAND COAL CO,59.3120002746582,593.1179962158203,3132.879943847656,.10000034,Directed
1527,1311,AMERNNATIONALPETROLEUM,SHELLOIL,1311,9653,1983,SHELL OIL,AMERICAN NATIONAL PETROLEUM,5.056999921798706,21.35300028324127,40379,.23682854,Directed
1732,1311,ARGOPETROLEUM,SHELLOIL,1311,9653,1983,SHELL OIL,ARGO PETROLEUM,0,70.40999937057495,60441,.1,Directed
2054,1311,BARRETTRESOURCES,ASAMERA,1311,1788,1983,ASAMERA INC,BARRETT RESOURCES CORP,0,2.491999983787537,354.8689956665039,.1,Directed
2164,1311,BENNETTPETROLEUM,PYRAMIDOIL,1311,8838,1983,PYRAMID OIL,BENNETT PETROLEUM CORP,.0579999983310699,.5349999964237213,10.74200010299683,.10841122,Directed
2257,1311,BLACKDOMEENERGY,SHELLOIL,1311,9653,1983,SHELL OIL,BLACK DOME ENERGY CORP,.0260000005364418,.2359999995678663,19678,.11016949,Directed
2422,1311,BRONCOOILGS,MARATHONOIL,1311,7017,1983,MARATHON OIL,BRONCO OIL & GAS CO,.0219999998807907,.1479999981820583,0,.14864865,Directed
2507,1311,EMEX,MARATHONOIL,1311,7017,1983,MARATHON OIL,EMEX CORP,.2809999883174896,2.807000041007996,0,.10010687,Directed
2880,1311,CENTURYOILGS,SHELLOIL,1311,9653,1983,SHELL OIL,CENTURY OIL&GAS CORP  -CL A,.6890000104904175,4.605999976396561,39740,.1495875,Directed
2929,1311,CHAPARRALRESOURCES,ASAMERA,1311,1788,1983,ASAMERA INC,CHAPARRAL RESOURCES INC,.101000003516674,.8150000125169754,392.0090026855469,.12392639,Directed
3196,1311,COLORADOENERGY,ASAMERA,1311,1788,1983,ASAMERA INC,COLORADO ENERGY CORP,.4839999973773956,.9829999953508377,354.8689956665039,.49237031,Directed
4356,1311,ENERGYOIL,ASAMERA,1311,1788,1983,ASAMERA INC,ENERGY OIL INC,3.399999976158142,12.9500001296401,1190.302993774414,.26254827,Directed
4496,1311,TXCORESOURCES,SHELLOIL,1311,9653,1983,SHELL OIL,TXCO RESOURCES INC,.8049999922513962,.8050000108778477,60441,1,Directed
4618,1311,FEONTOIL,KERRMCGEE,1311,6403,1983,KERR-MCGEE,FELMONT OIL CO,26.29299926757813,135.8749971389771,7284.840026855469,.19350874,Directed
5630,1311,HIGHPLAINSOIL,MURPHYOIL,1311,7620,1983,MURPHY OIL,HIGH PLAINS OIL CORP,.2939999997615814,2.610000014305115,2169.258056640625,.11264367,Directed
5740,1311,HOUSTONOILFIELDS,UNOCAL,1311,11038,1983,UNOCAL CORP,HOUSTON OIL FIELDS-NEW,2.61899995803833,9.485999941825867,10838.40209960938,.27609107,Directed
6870,1311,MGFOILCOM,DAMSONOIL,1311,3732,1983,DAMSON OIL,MGF OIL CORP  -COM,5.867000102996826,58.4980001449585,81.56999778747559,.10029403,Directed
6870,1311,MGFOILCOM,UNOCAL,1311,11038,1983,UNOCAL CORP,MGF OIL CORP  -COM,2.346999883651733,53.53699970245361,10838.40209960938,.04383884,Directed
7056,1311,MARLINOIL,ASAMERA,1311,1788,1983,ASAMERA INC,MARLIN OIL CO,.125,1.042000010609627,443.4249954223633,.11996161,Directed
7381,1311,MIDWESTEXPLORATION,SHELLOIL,1311,9653,1983,SHELL OIL,MIDWEST EXPLORATION INC,.2540000081062317,.8019999861717224,19678,.31670824,Directed
7930,1311,NORRISOIL,SHELLOIL,1311,9653,1983,SHELL OIL,NORRIS OIL CO,1.603000044822693,8.500999987125397,60441,.18856606,Directed
8011,1311,NOVAPETROLEUM,SHELLOIL,1311,9653,1983,SHELL OIL,NOVA PETROLEUM CORP,0,2.601999998092651,40379,.1,Directed
8065,1311,OAKRIDGEENERGY,ENDEVCO,1311,9177,1983,ENDEVCO INC,OAKRIDGE ENERGY INC,.9930000305175781,6.402000069618225,1.478000000119209,.15510778,Directed
