Source,sic_supplier,comp_supplier,comp_customer,sic_customer,Target,year3,conm_customer,conm_supplier,salecs_supplier,sales_supplier,sales_customer,Weight,Type
5560,1040,HECLAMINING,ASARCO,3330,1789,1977,ASARCO INC,HECLA MINING CO,16.11999988555908,57.34299993515015,2220.705017089844,.28111538,Directed
1856,1040,ATLASMINERALS,HOUSTONLP,4911,5743,1977,HOUSTON L&P,ATLAS MINERALS INC,13.63500022888184,52.89299869537354,1303.60400390625,.25778461,Directed
3104,1044,,ASARCO,3330,1789,1977,ASARCO,CLAYTON SILVER MINES,0,0,2220.705017089844,1,Directed
2040,1220,BARBEROIL,SHELLOIL,1311,9653,1977,SHELL OIL CO,BARBER OIL CORP,32.7380008995533,371.734001159668,42349.89013671875,.088068351,Directed
1223,1220,,GENMTR,3711,5073,1977,GEN MOTORS,ALABAMA BY-PRODUCTS  -CL B,14.8100004196167,0,63221.109375,1,Directed
1732,1311,ARGOPETROLEUM,SHELLOIL,1311,9653,1977,SHELL OIL,ARGO PETROLEUM,0,13.70000004768372,21174.94506835938,.1,Directed
2419,1311,,MURPHYOIL,1311,7620,1977,MURPHY OIL,BRODIE EXPLORATION CORP,.8940000236034393,0,3302.489990234375,1,Directed
6365,1311,,SHELLOIL,1311,9653,1977,SHELL OIL,KEBA OIL & GAS CO,.7379999756813049,0,11062.88305664063,1,Directed
10887,1311,,GULFCDA,2621,5381,1977,GULF CANADA,UNITED CANSO OIL & GAS-OLD,1.297000050544739,0,2184.000061035156,1,Directed
2437,1311,,EXXON,2911,4503,1977,EXXON CORP,BROWN (TOM) INC,1.830999970436096,0,60335.015625,1,Directed
4488,1311,,GETTYOIL,2911,5148,1977,GETTY OIL,EXETER OIL CO LTD  -CL A,.3630000054836273,0,3319.401977539063,1,Directed
6819,1311,LOUISIANALANDEXPLORATION,TEXACO,2911,10482,1977,TEXACO INC,LOUISIANA LAND & EXPLORATION,124,965.5649795532227,56528.0048828125,.12842222,Directed
7792,1311,NATOMAS,TOSCO,2911,10621,1977,TOSCO CORP,NATOMAS CO,0,1443.098999023438,2233.20100402832,.1,Directed
7912,1311,NOBLENERGY,TEXACO,2911,10482,1977,TEXACO INC,NOBLE ENERGY INC,0,314.5309982299805,56528.0048828125,.1,Directed
10938,1311,,AMAX,3334,1365,1977,AMAX,U S ENERGY CORP/WY,.871999979019165,0,1727.289978027344,1,Directed
8387,1311,GOODRICHPETROLEUM,WILLIAMSCOS,4922,11506,1977,WILLIAMS COS,GOODRICH PETROLEUM CORP,2.503000020980835,35.93100023269653,1497.007995605469,.069661297,Directed
8955,1381,,APACHE,1311,1678,1977,APACHE CORP,RATLIFF DRILLING CO,0,0,77.96399879455566,1,Directed
1661,1381,NABORSIND,HUSKYOIL,2911,5790,1977,HUSKY OIL,NABORS INDUSTRIES LTD,13.23799991607666,97.54899978637695,592.77099609375,.13570616,Directed
