Source,Target,Weight
10878,7155,.17997007
1005,10983,.5009163
10878,10983,.13001996
5567,13204,.077018574
6926,5047,.45418128
10878,5047,.14997506
1159,2285,.27542335
1159,7155,.10297196
2905,7155,1
3604,2285,.057119112
3604,7155,.1
7549,7155,.17299168
9218,2285,.29966927
9218,5361,.16198339
9218,7155,.10528921
2905,6774,1
9218,6774,.10528921
9697,6774,.12195172
3795,8972,1
1588,5047,1
3662,5047,.034754153
8717,5047,1
11252,5047,.086434297
5018,5073,.11343658
10989,3760,1
1173,2898,1
5535,2285,.11174071
6028,2114,1
7985,2285,.035358574
6807,6774,.068854295
9694,6066,1
9490,13204,1
9769,6066,1
4262,6449,1
4900,10301,.17611517
8548,5047,1
1778,13204,1
8189,13204,1
9929,7648,.069960967
8054,9947,1
11118,8889,.12456792
8163,6066,1
7183,4839,1
9734,7155,.057000298
5957,10153,1
10407,5073,.14333725
5017,11669,1
1633,5047,1
1666,2444,.020738678
1845,9653,1
4448,6307,1
3649,3022,1
3649,4839,1
4468,6307,.44781691
6962,6104,1
1993,5073,1
2989,5073,.10600022
11576,5073,.39260194
7811,1257,1
3900,8123,1
6635,5073,.24077867
6635,6307,.20538582
7370,9850,1
5379,10482,1
5320,4598,1
6562,5903,1
5485,2817,1
8921,7585,1
3271,5047,1
11523,10301,1
5870,4510,.065101579
7884,8972,.1
6964,2011,1
9407,10857,1
9407,1609,1
10896,5743,.19341187
10671,10862,1
7990,2803,.10641819
10896,4404,.089876093
7734,2418,.13979159
7734,1755,.032756183
6135,5381,1
7478,9514,1
6135,10480,1
10446,4839,1
6172,8852,.0073579052
8810,4503,.010550066
3033,2817,.067260459
3439,5073,.11100002
6825,4839,.1
8810,5073,.0046663438
2856,6066,.041573055
6825,5047,.1
5045,6066,1
1049,6307,1
3160,1789,1
5968,5073,.12452248
8350,5073,1
8905,2991,1
8905,10621,1
7374,9653,1
2083,11324,1
2083,7154,1
2083,6066,1
1339,4594,1
1339,5260,1
5479,6307,1
5479,8446,1
6404,5285,.10276815
10182,1240,.10383917
1121,10443,.12770514
9748,6307,1
9748,8446,1
3860,3022,1
3860,4839,1
3860,5073,1
10814,6307,1
6790,10735,.019148778
10451,6307,.091965899
1097,8875,1
7121,5073,1
5857,9297,.59609914
5746,10482,1
10504,10482,.10657696
6661,4965,1
6661,7235,1
6626,3808,1
8060,5067,1
2351,8446,1
9457,6307,.28999719
5340,5055,1
3750,8643,1
6016,6928,1
10423,6066,1
5178,4321,.099798121
4770,8446,.0084606279
9277,5361,1
9277,7155,1
1781,11465,.060251616
5422,11638,1
10305,8479,1
1634,5073,1
3829,5361,1
5039,3869,1
3829,3066,1
7666,10301,1
4291,6066,1
6684,16476,1
2322,4839,.10533743
5612,10482,1
9013,7468,1
3303,1581,1
9376,5047,1
10660,9165,1
10660,11613,1
9299,5073,.15613341
7197,9560,1
9010,11636,1
5378,6307,.036990173
5378,8446,.1
10371,6861,.15996854
6654,4839,.048196647
6654,5073,.11783423
6654,4619,.043838937
6622,2189,1
6069,5036,1
6909,5073,.08793743
10069,4598,1
1154,5047,1
2362,5047,1
9552,3398,1
7287,5775,1
7753,7244,1
7753,10097,1
9048,6008,1
5614,2285,.029542368
5614,7155,.063296348
5614,6774,.033753984
7753,6774,1
4630,2029,.079997025
2176,6307,1
